Jogo;Dia;Hora;Prova;SÉrie;Equipas;Pavilhão;1º Árbitro;2º Árbitro;JL;JL2
210;27/11/2022;15:00;CRJUNM;ÚNICA;SPORTING_CP - GDR_BOM RETIRO;PAV. MULTIDESPORTIVO SCP;CATARINA RODRIGUES;;;
763;27/11/2022;13:00;CNJNBF;A;SPORTING_CP - SO_MARINHENSE;PAV. MULTIDESPORTIVO SCP;CATARINA RODRIGUES;;;
762;27/11/2022;17:00;CNJNBF;A;CN_GINÁSTICA - ODIVELAS_SC;COMPLEXO CNG;DANIEL FERNANDES;;;
812;27/11/2022;19:00;CNJBM;ÚNICA;CN_GINÁSTICA - CD_ALVERCA V;COMPLEXO CNG;DANIEL FERNANDES;;;
687;27/11/2022;17:00;CRJUNF;A;SALES_LISBOA - AM_NOGUEIRA;SALESIANOS DE LISBOA;DIOGO SILVA;;;
1277;27/11/2022;19:00;CRSFIII;B;SALES_LISB - VC_SETUBAL;SALESIANOS DE LISBOA;DIOGO SILVA;;;
12;27/11/2022;11:00;CRINFM;ÚNICA;CV_OEIRAS - CD_PATAIENSE;ESC. SOPHIA MELLO BREYNER;GABRIELA SANTOS;;;
436;27/11/2022;15:00;NSFII;A;CF_BELENENSES - ALA_GOND;PAV. ACÁCIO ROSA - RESTELO;GONÇALO MONTEIRO;MARIA FERREIRA;;
378;27/11/2022;11:00;CRINICF;A;"SPORTING_CP ""A"" - CP_ARRUPE";PAV. MULTIDESPORTIVO SCP;GONÇALO RAMOS;;;
814;27/11/2022;14:00;CNJBM;ÚNICA;ODIVELAS_SC - FAMÕES_CA;PAV. EB. CARLOS PAREDES;HUGO CRUZ;;;
538;27/11/2022;17:00;CRCADF;C;SPORTING_CP - ODIVELAS_SC;PAV. MULTIDESPORTIVO SCP;INÊS MIGUEL;;;
609;27/11/2022;19:00;CRJUVF;B;SPORTING_CP - FAMOES_CA;PAV. MULTIDESPORTIVO SCP;INÊS MIGUEL;;;
377;27/11/2022;17:00;CRINICF;A;SL_BENFICA - SO_MARINHENSE;ESC. SEC. JOSÉ CARDOSO PIRES;ION ANDRUSENCO;;;
588;27/11/2022;19:00;CRJUVF;A;SL_BENFICA - CP_ARRUPE;ESC. SEC. JOSÉ CARDOSO PIRES;ION ANDRUSENCO;;;
664;27/11/2022;12:00;CRJUVF;D;LUSOFONA_VC - GD_SESIMBRA;PAV. PROF. TEOTÓNIO LIMA;MADALENA PAIS;;;
499;27/11/2022;15:00;CRCADF;A;SALES_LISB - CN_GINÁSTICA;SALESIANOS DE LISBOA;MARIANA CASTRO;;;
518;27/11/2022;18:00;CRCADF;B;LUSÓFONA_VC - CF_BELENENSES;PAV. PROF. TEOTÓNIO LIMA;MARTA PAULA;SANDRA DEVEZA;;
608;27/11/2022;11:00;CRJUVF;B;SINTRA_VOLEI - ODIVELAS_SC;PAV. EB2/3 ALTO DOS MOINHOS - TERRUGEM;MICHELLE FERREIRA;;;
733;27/11/2022;17:00;CRJUNF;C;MTBA - CD_ALVERCAV;PAV. GRUPO MTBA;PAULO DUQUE;;;
811;27/11/2022;19:00;CNJBM;ÚNICA;MTBA - SC_CALDAS;PAV. MTBA;PAULO DUQUE;;;
791;27/11/2022;16:00;CNJNBF;B;FILIPA_LENC - GINÁSIO_CP;ESCOLA FILIPA LENCASTRE;PEDRO MOUTA;;;
498;27/11/2022;15:00;CRCADF;A;CSJ_BRITO - GDS_CASCAIS;COLÉGIO SÃO JOÃO DE BRITO;RODRIGO ANDRADE;;;
665;27/11/2022;18:00;CRJUVF;D;CSJ_BRITO - AM_NOGUEIRA;COLÉGIO SÃO JOÃO DE BRITO;RODRIGO ANDRADE;;;
257;27/11/2022;11:00;CRINFF;A;CP_ARRUPE - AD_MARISTA;COL. PEDRO ARRUPE;SAMUEL PATRÃO;;;
706;27/11/2022;13:00;CRJUNF;B;CP_ARRUPE - SL_BENFICA;COL. PEDRO ARRUPE;SAMUEL PATRÃO;;;
324;27/11/2022;11:30;CRINFF;D;"FAMÕES_CA ""B"" - LUSÓFONA_VC ""A""";ESC. SEC. BRAAMCAMP FREIRE;SANDRA BENTES;;;
761;27/11/2022;15:00;CNJNBF;A;FAMOES_CA - CSJ_BRITO;ESC. SEC. BRAAMCAMP FREIRE;SANDRA BENTES;;;
432;27/11/2022;15:00;NSFII;A;CR_PIEDENSE - DUMIENSE_FC;PAV. CR PIEDENSE;SERGIO PEREIRA;JORGE REIS;;
900;01/12/2022;17:00;TPF;2.ªE;CNGINAS - AA ESPI;PAV. COMPL.DESP. CN GINASTICA;ANDRÉ CORREIA;GONÇALO MONTEIRO;;
707;01/12/2022;19:00;CRJUNF;B;CN_GINÁSTICA - GC_PORTUGUÊS;COMPLEXO CNG;ANDRÉ CORREIA;;;
667;01/12/2022;11:00;CRJUVF;D;AVP - LUSOFONA_VC;PAV. MUN. JOÃO DOS SANTOS;CATARINA PEREIRA;;;
589;01/12/2022;11:15;CRJUVF;A;CF_BELENENSES - GDR_BOM RETIRO;PAV. ACÁCIO ROSA - RESTELO;GABRIELA SANTOS;;;
770;01/12/2022;15:00;CNJNBF;A;CN_GINÁSTICA - FAMOES_CA;COMPLEXO CNG;GONÇALO MONTEIRO;;;
497;01/12/2022;11:00;CRCADF;A;GDS_CASCAIS - CDM_CARCAVELOS;Pav. Guilherme Pinto Basto;GONÇALO RAMOS;MICHELLE FERREIRA;;
678;01/12/2022;17:00;CRJUNF;A;SALES_LISBOA - SINTRA_VOLEI;SALESIANOS DE LISBOA;INÊS MIGUEL;DANIEL FERNANDES;;
467;01/12/2022;11:00;CRINICF;F;GC_PORTUGUÊS - SALES_LISB;LICEU PEDRO NUNES;MARTA PAULA;;;
274;01/12/2022;11:00;CRINFF;B;GD_SESIMBRA - CV_OEIRAS;PAV. MUN. SAMPAIO;RUI CASTANHEIRA;;;
793;01/12/2022;14:15;CNJNBF;B;CF_BELENENSES - AD_MARISTA;PAV. ACÁCIO ROSA - RESTELO;SAMUEL PATRÃO;;;
761;01/12/2022;16:30;CRJUNF;D;CF_BELENENSES - LUSÓFONA_Vc;PAV. ACÁCIO ROSA - RESTELO;SAMUEL PATRÃO;;;
143;01/12/2022;11:30;CRJUVM;ÚNICA;CN_GINÁSTICA - SC_CALDAS;COMPLEXO CNG;SANDRA BENTES;DANIEL FERNANDES;;
1250;01/12/2022;11:00;CRSFIII;A;EF_LENCASTRE - CV_OEIRAS;PAV. MUN. SÃO JULIÃO DA BARRA;SOFIA COSTA;;;
379;03/12/2022;11:00;CRINICF;A;"ESTORIL_PRAIA ""B"" - SL_BENFICA";COLÉGIO AMOR DE DEUS;AFONSO GONÇALVES;;;
460;03/12/2022;15:00;CRINICF;E;"ESTORIL_PRAIA ""A"" - CV_OEIRAS";COLÉGIO AMOR DE DEUS;AFONSO GONÇALVES;;;
709;03/12/2022;15:00;CRJUNF;B;CSJ_BRITO - CP_ARRUPE;COL. SÃO JOÃO DE BRITO;ANDRÉ CARVALHO;;;
623;03/12/2022;17:00;CNJB1F;ÚNICA;LOBATOS_V - LEIXOES_SC;PAV. ESC. PEDRO EANES LOBATO;ANDRÉ CORREIA;;;
689;03/12/2022;19:00;CRJUNF;A;LOBATOS_V - TC_ALCOCHETE;PAV. ESC. PEDRO EANES LOBATO;ANDRÉ CORREIA;;;
1226;03/12/2022;16:30;CRSMIII;ÚNICA;GD_SESIMBRA - AV_ATLÂNTICO;PAV. MUN. DE SAMPAIO;CARLOS SILVA;;;
668;03/12/2022;15:00;CRJUVF;D;GD_SESIMBRA - CSJ_BRITO;PAV. MUN. DE SAMPAIO;CARLOS SILVA;;;
151;03/12/2022;17:00;CRJUVM;ÚNICA;AM_NOGUEIRA - SO_MARINHENSE;ESC. SEC. DANIEL SAMPAIO;CARLOTA BRAGA;;;
569;03/12/2022;15:00;CRCADF;D;AM_NOGUEIRA - VC_SETUBAL;ESC. SEC. DANIEL SAMPAIO;CARLOTA BRAGA;;;
461;03/12/2022;11:00;CRINICF;E;"CD_MARISTAS CARC - CSJ_BRITO ""A""";COL. MARISTAS DE CARCAVELOS;CATARINA PEREIRA;;;
213;03/12/2022;15:00;CRJUNM;ÚNICA;CV_OEIRAS - ODIVELAS_SC;PAV. MUN. SÃO JULIÃO DA BARRA;CATARINA RODRIGUES;;;
1254;03/12/2022;17:00;CRSFIII;A;CV_OEIRAS - FAMOES_CA;PAV. MUN. SÃO JULIÃO DA BARRA;CATARINA RODRIGUES;;;
708;03/12/2022;15:00;CRJUNF;B;SL_BENFICA - CN_GINÁSTICA;ESC. SEC. JOSÉ CARDOSO PIRES;DIOGO SILVA;;;
358;03/12/2022;17:00;CRINFF;E;"LUSÓFONA_VC ""B"" - CD_ALVERCA V";PAV. PROFESSOR TEOTÓNIO LIMA;GABRIELA RODRIGUES;;;
764;03/12/2022;15:00;CRJUNF;D;LUSÓFONA_VC - AD_MARISTA;PAV. PROFESSOR TEOTÓNIO LIMA;GABRIELA RODRIGUES;;;
419;03/12/2022;11:00;CRINICF;C;CD_ALVERCA V - AD_MARISTA;ESC. SEC. GAGO COUTINHO;GABRIELA SANTOS;;;
214;03/12/2022;17:00;CRJUNM;ÚNICA;CV_LISBOA - SPORTING_CP;ESC. SEC. CAMILO CASTELO BRANCO;GONÇALO RAMOS ;;;
766;03/12/2022;15:00;CRJUNF;D;CV_LISBOA - EF_LENCASTRE;ESC. SEC. CAMILO CASTELO BRANCO;GONÇALO RAMOS ;;;
501;03/12/2022;17:00;CRCADF;A;GDS_CASCAIS - SALES_LISB;PAV. GUILHERME PINTO BASTO;INÊS MIGUEL;;;
590;03/12/2022;17:00;CRJUVF;A;ES_MAD.TORRES - SL_BENFICA;ESC. SEC. MADEIRA TORRES;INêS PEREIRA;;;
735;03/12/2022;19:00;CRJUNF;C;ES_MAD TORRES - SC_TORRES;ESC. SEC. MADEIRA TORRES;INêS PEREIRA;;;
764;03/12/2022;15:00;CNJNBF;A;ODIVELAS_SC - FAMOES_CA;ESC. BAS. CARLOS PAREDES;ION ANDRUSENCO;;;
736;03/12/2022;16:00;CRJUNF;C;CD_ALVERCA V - FAMÕES_CA;ESC. SEC. GAGO COUTINHO;JORGE REIS;;;
300;03/12/2022;15:00;CRINFF;C;"CDM_CARCAVELOS - FAMÕES_CA ""A""";COL. MARISTAS DE CARCAVELOS;MADALENA PAIS;;;
500;03/12/2022;17:00;CRCADF;A;CDM_CARCAEVLOS - CSJ_BRITO;COL. MARISTAS DE CARCAVELOS;MADALENA PAIS;;;
400;03/12/2022;15:00;CRINICF;B;"SINTRA_VOLEI ""A"" - CN_GINÁSTICA";EB2/3 ALTO DOS MOINHOS - TERRUGEM;MARIANA AURÉLIO;;;
688;03/12/2022;17:00;CRJUNF;A;SINTRA_VOLEI - SALES_LISBOA;EB2/3 ALTO DOS MOINHOS - TERRUGEM;MARIANA AURÉLIO;;;
357;03/12/2022;17:00;CRINFF;E;SL_BENFICA - AV_ATLÂNTICO;ESC. SEC. JOSÉ CARDOSO PIRES;MARIANA CASTRO;;;
14;03/12/2022;19:00;CRINFM;ÚNICA;SL_BENFICA - GAMA BARROS_V;ESC. SEC. JOSÉ CARDOSO PIRES;MARIANA CASTRO;;;
75;03/12/2022;18:00;NSMI;.;SCPORT. - SCE;PAV. JOÃO ROCHA - LISBOA;MICHELLE FERREIRA;DANIEL FERNANDES;RICARDO MADEIRA;DIOGO SILVA;
327;03/12/2022;15:00;CRINFF;D;"FAMÕES_CA ""B"" - CF_BELENENSES";EB2/3 MOINHOS DA ARROJA;PAULO DUQUE;;;
795;03/12/2022;16:00;CNJNBF;B;GINÁSIO_CP - CF_BELENENSES;LICEU PEDRO NUNES;PEDRO MOUTA;;;
734;03/12/2022;15:00;CRJUNF;C;SPORTING_CP - MTBA;PAV. MULTIDESPORTIVO SCP;RICARDO MADEIRA;;;
610;03/12/2022;19:00;CRJUVF;B;AD_MARISTA - SINTRA_VOLEI;EXTERNATO MARISTAS LISBOA;RODRIGO ANDRADE;;;
71;03/12/2022;16:00;NSMI;.;SCALDAS - ALA ALV;RAINHA DªLEONOR-CALDAS RAINHA;RUI REIS;ALEXANDRE RIBEIRO;;
816;03/12/2022;11:00;CNJBM;ÚNICA;MTBA - CD_ALVERCA V;PAV. GRUPO MTBA;SAMUEL PATRÃO;;;
150;03/12/2022;15:00;CRJUVM;ÚNICA;AV_ATLÂNTICO - ODIVELAS_SC;COL. ATLÂNTICO;SANDRA BENTES;;;
765;03/12/2022;17:00;CRJUNF;D;AV_ATLÂNTICO - CF_BELENENSES;COL. ATLÂNTICO;SANDRA BENTES;;;
169;03/12/2022;19:00;NSFI;.;SLBENFI - PV_2014;PAV. Nº2 - ESTÁDIO SLB;SANDRA DEVEZA;SERGIO PEREIRA;ION ANDRUSENCO;ANDRÉ CARVALHO;
1227;03/12/2022;19:00;CRSMIII;ÚNICA;FAMOES_CA - VC_SETUBAL;ESC. SEC. BRAAMCAMP FREIRE;SOFIA COSTA;;;
669;04/12/2022;17:00;CRJUVF;D;CR_PIEDENSE - AM_NOGUEIRA;PAV. CR PIEDENSE;ALEXANDRE RIBEIRO;;;
794;04/12/2022;15:00;CNJNBF;B;CR_PIEDENSE - FILIPA_LENC;PAV. CR PIEDENSE;ALEXANDRE RIBEIRO;;;
796;04/12/2022;17:00;CNJNBF;B;AD_MARISTA - AV_ATLÂNTICO;EXTERNATO MARISTAS LISBOA;ANDRÉ CARVALHO;;;
768;04/12/2022;15:00;CRJUNF;D;AD_MARISTA - AV_ATLÂNTICO;EXTERNATO MARISTAS LISBOA;ANDRÉ CARVALHO;;;
356;04/12/2022;15:00;CRINFF;E;"VC_SETÚBAL - ES_MAD.TORRES ""B""";PAV. MUN. ARANGUEZ;ANDRÉ CORREIA;;;
1278;04/12/2022;15:00;CRSFIII;B;VC_SETUBAL - GDS_CASCAIS;PAV. MUN. ARANGUEZ;ANDRÉ CORREIA;;;
611;04/12/2022;15:00;CRJUVF;B;ODIVELAS_SC - SPORTING_CP;ESC. SEC. BRAAMCAMP FREIRE;CARLOS SILVA;;;
1255;04/12/2022;17:00;CRSFIII;A;ODIVELAS_SC - CV_LISBOA;ESC. SEC. BRAAMCAMP FREIRE;CARLOS SILVA;;;
567;04/12/2022;15:00;CRCADF;D;MTBA - LOBATOS_V;PAV. GRUPO MTBA;CARLOTA BRAGA;;;
738;04/12/2022;17:00;CRJUNF;C;MTBA - ES_MAD TORRES;PAV. GRUPO MTBA;CARLOTA BRAGA;;;
299;04/12/2022;15:00;CRINFF;C;"SPORTING_CP ""A"" - CR_PIEDENSE";PAV. MULTIDESPORTIVO SCP;CARMO CORRÊA;;;
326;04/12/2022;17:00;CRINFF;D;"SPORTING_CP ""B"" - CN_GINÁSTICA";PAV. MULTIDESPORTIVO SCP;CARMO CORRÊA;;;
820;04/12/2022;18:30;CNJBM;ÚNICA;SINTRA_V - FAMÕES_CA;EB2/3 ALTO DOS MOINHOS - TERRUGEM;CATARINA PEREIRA;;;
639;04/12/2022;17:00;CRJUVF;C;EF_LENCASTRE - GDS_CASCAIS;ESC. FILIPA LENCASTRE;CATARINA RODRIGUES;;;
1256;04/12/2022;15:00;CRSFIII;A;EF_LENCASTRE - CP_ARRUPE;ESC. FILIPA LENCASTRE;CATARINA RODRIGUES;;;
819;04/12/2022;20:00;CNJBM;ÚNICA;SPORTING_CP - ODIVELAS_SC;PAV. MULTIDESPORTIVO SCP;DANIEL FERNANDES;;;
711;04/12/2022;17:00;CRJUNF;B;CN_GINÁSTICA - CSJ_BRITO;COMPLEXO CNG;DIOGO SILVA;;;
817;04/12/2022;15:00;CNJBM;ÚNICA;CN_GINÁSTICA - CP_ARRUPE;COMPLEXO CNG;DIOGO SILVA;;;
690;04/12/2022;13:00;CRJUNF;A;AM_NOGUEIRA - SINTRA_VOLEI;ESC. SEC. DANIEL SAMPAIO;GABRIELA RODRIGUES;;;
818;04/12/2022;15:00;CNJBM;ÚNICA;AM_NOGUEIRA - SC_CALDAS;ESC. SEC. DANIEL SAMPAIO;GONÇALO MONTEIRO;;;
1279;04/12/2022;17:00;CRSFIII;B;AM_NOGUEIRA - SALES_LISB;ESC. SEC. DANIEL SAMPAIO;GONÇALO MONTEIRO;;;
521;04/12/2022;11:00;CRCADF;B;CF_BELENENSES - AD_MARISTA;EXTERNATO MARISTAS LISBOA;GONÇALO RAMOS ;;;
591;04/12/2022;18:00;CRJUVF;A;CP_ARRUPE - CF_BELENENSES;COL. PEDRO ARRUPE;INÊS MIGUEL;;;
149;04/12/2022;15:00;CRJUVM;ÚNICA;SC_TORRES - MTBA;PAV. SC TORRES;INêS PEREIRA;;;
540;04/12/2022;17:00;CRCADF;C;SC_TORRES - SPORTING_CP;PAV. SC TORRES;INêS PEREIRA;;;
481;04/12/2022;17:30;CRINICF;F;"SALES_LISBOA - CSJ_BRITO ""B""";SALESIANOS DE LISBOA;ION ANDRUSENCO;;;
691;04/12/2022;15:00;CRJUNF;A;SALES_LISBOA - LOBATOS_V;SALESIANOS DE LISBOA;ION ANDRUSENCO;;;
442;04/12/2022;17:00;NSFII;.;CFBELEN - LUSOFVC;PAV. ACACIO ROSA- RESTELO;JORGE REIS;DANIEL FERNANDES;;
260;04/12/2022;11:00;CRINFF;A;VOLLEY4ALL - CP_ARRUPE;ESC. POLIVALENTE CASCAIS;LEONOR CRUZ;;;
259;04/12/2022;11:00;CRINFF;A;AD_MARISTA - LOBATOS_V;EXTERNATO MARISTAS LISBOA;MARIANA CASTRO;;;
737;04/12/2022;16:00;CRJUNF;C;CD_ALVERCA V - SPORTING_CP;ESC. SEC. GAGO COUTINHO;MARTA RALHA?;;;
541;04/12/2022;11:00;CRCADF;C;ODIVELAS_SC - CV_OEIRAS;ESC. SEC. BRAAMCAMP FREIRE;MATILDE MARANHA?;;;
79;04/12/2022;17:00;NSMI;.;SMAMEDE - CAS MAI;PAV. EDUARDO SOARES;MICHELLE FERREIRA;DUARTE REIS;;
769;04/12/2022;15:00;CRJUNF;D;EF_LENCASTRE - CF_BELENENSES;ESC. FILIPA LENCASTRE;PEDRO MOUTA;;;
637;04/12/2022;15:00;CRJUVF;C;GC_PORTUGUES - V4_ALL;LICEU PEDRO NUNES;RICARDO MADEIRA;;;
710;04/12/2022;17:00;CRJUNF;B;GC_PORTUGUÊS - SL_BENFICA;LICEU PEDRO NUNES;RICARDO MADEIRA;;;
152;04/12/2022;15:00;CRJUVM;ÚNICA;CV_LISBOA - CN_GINÁSTICA;ESC. SEC. CAMILO CASTELO BRANCO;RODRIGO ANDRADE;;;
767;04/12/2022;17:00;CRJUNF;D;CV_LISBOA - LUSÓFONA_VC;ESC. SEC. CAMILO CASTELO BRANCO;RODRIGO ANDRADE;;;
739;04/12/2022;11:30;CRJUNF;C;FAMÕES_CA - SC_TORRES;EB2/3 MOINHOS DA ARROJA;RUI CASTANHEIRA;;;
84;04/12/2022;18:30;NSMI;.;SCPORT. - SLBENFI;PAV. JOÃO ROCHA - LISBOA;RUI REIS;SOFIA COSTA;SAMUEL PATRÃO;NICOLE SOUSA;
765;04/12/2022;15:00;CNJNBF;A;CSJ_BRITO - SPORTING_CP;COL. SÃO JOÃO DE BRITO;SAMUEL PATRÃO;;;
328;04/12/2022;17:30;CRINFF;D;"GDS_CASCAIS - LUSÓFONA_VC ""A""";PAV. GUILHERME PINTO BASTO;SANDRA BENTES;;;
80;04/12/2022;18:00;NSMI;.;ALA ALV - SCE;PAV. ALA NUN'ÁLVARES GONDOMAR;SERGIO PEREIRA;SANDRA DEVEZA;;
261;08/12/2022;11:00;CRINFF;A;"CSJ_BRITO ""B"" - AD_MARISTA";COL. SÃO JOÃO DE BRITO;CATARINA PEREIRA;;;
642;08/12/2022;11:00;CRJUVF;C;GDS_CASCAIS - SALES_ESTORIL;PAV. GUILHERME PINTO BASTO;SANDRA BENTES;;;
278;08/12/2022;11:00;CRINFF;B;GD_SESIMBRA - EF_LENCASTRE;PAV. MUN. DE SAMPAIO;RUI CASTANHEIRA;;;
202;08/12/2022;12:00;CRJUNM;ÚNICA;SPORTING_CP - CN_GINÁSTICA;PAV. MULTIDESPORTIVO SCP;DIOGO SILVA;;;
772;08/12/2022;14:00;CRJUNF;D;CF_BELENENSES - AD_MARISTA;MESQUITA DE LISBOA;ION ANDRUSENCO;;;
769;08/12/2022;14:00;CNJNBF;A;SPORTING_CP - CN_GINÁSTICA;PAV. JOÃO ROCHA;GABRIELA RODRIGUES;;;
91;08/12/2022;14:00;NSMI;.;SLBENFI - VIAN VC;PAV. Nº2 - ESTÁDIO SLB;DANIEL FERNANDES;PEDRO PINTO;GONÇALO RAMOS;ANDRÉ CARVALHO;
767;08/12/2022;15:00;CNJNBF;A;FAMOES_CA - SO_MARINHENSE;ESC. SEC. BRAAMCAMP FREIRE;ANDRÉ CORREIA;;;
85;08/12/2022;16:00;NSMI;.;SCALDAS - CAS MAI;RAINHA DªLEONOR-CALDAS RAINHA;SANDRA DEVEZA;MICHELLE FERREIRA;;
768;08/12/2022;16:30;CNJNBF;A;CSJ_BRITO - ODIVELAS_SC;PAV. COL. SÃO JOÃO BRITO;CATARINA RODRIGUES;;;
799;08/12/2022;17:00;CNJNBF;B;CF_BELENENSES - AV_ATLÂNTICO;PAV. ACÁCIO ROSA - RESTELO;SAMUEL PATRÃO;;;
798;08/12/2022;17:30;CNJNBF;B;GINÁSIO_CP - CR_PIEDENSE;LICEU PEDRO NUNES;MARTA RALHA;;;
176;08/12/2022;18:00;NSFI;.;SLBENFI - CLUB K;PAV. Nº2 - ESTÁDIO SLB;PEDRO PINTO;DANIEL FERNANDES;ANDRÉ CARVALHO;GONÇALO RAMOS;
1277;08/12/2022;18:30;CRSFIII;B;SALES_LISB - VC_SETUBAL;SALESIANOS DE LISBOA;CARLOS SILVA;;;
160;17/12/2022;15:00;CRJUVM;ÚNICA;AM_NOGUEIRA - MTBA;ESC. SEC. DANIEL SAMPAIO;AFONSO GONÇALVES;;;
695;17/12/2022;17:00;CRFJun;A;AM_NOGUEIRA - TC_ALCOCHETE;ESC. SEC. DANIEL SAMPAIO;AFONSO GONÇALVES;;;
453;17/12/2022;17:00;NSFII;.;LUSOFVC - CRPIEDE;PAV. PROFESSOR TEOTÓNIO LIMA;ALEXANDRE RIBEIRO;ANDRÉ CORREIA;;
773;17/12/2022;19:00;CRFJun;D;LUSÓFONA_VC - AV_ATLÂNTICO;PAV. PROFESSOR TEOTÓNIO LIMA;ANDRÉ CORREIA;;;
452;17/12/2022;18:00;NSFII;.;CFBELEN - CDFIAES;PAV. ACACIO ROSA- RESTELO;CARLOS SILVA;SAMUEL PATRÃO;;
745;17/12/2022;19:00;CRFJun;C;FAMÕES_CA - MTBA;ESC. SEC. BRAAMCAMP FREIRE;CARLOTA BRAGA;;;
575;17/12/2022;13:00;CRFCad;D;AM_NOGUEIRA - AV_ATLÂNTICO;ESC. SEC. DANIEL SAMPAIO;CARLOTA BRAGA;;;
774;17/12/2022;15:00;CNJNBF;A;CSJ_BRITO - CN_GINÁSTICA;PAV. COL. SÃO JOÃO BRITO;CATARINA RODRIGUES;;;
88;17/12/2022;17:00;CRCADM;ÚNICA;VC_SETÚBAL - SPORTING_CP;PAV. MUN. ARANGUEZ;DIOGO SILVA;;;
221;17/12/2022;19:00;CRMJun;ÚNICA;VC_SETUBAL - ODIVELAS_SC;PAV. MUN. ARANGUEZ;DIOGO SILVA;;;
519;17/12/2022;15:00;CNJB1M;ÚNICA;CV_OEIRAS - SC_ESPINHO;PAV. MUN. SÃO JULIÃO DA BARRA;GABRIELA RODRIGUES;;;
544;17/12/2022;17:00;CRFCad;C;SPORTING_CP - CV_OEIRAS;PAV. MUN. SÃO JULIÃO DA BARRA;GABRIELA RODRIGUES;;;
159;17/12/2022;14:00;CRJUVM;ÚNICA;CN_GINÁSTICA - AV_ATLÂNTICO;COMPLEXO CNG;GABRIELA SANTOS;;;
224;17/12/2022;15:00;CRMJun;ÚNICA;HENR_NOG_VOL - GDR_BOM RETIRO;PAV. ESC. SÃO GONÇALO;HENRIQUE LOPES;;;
263;17/12/2022;15:00;CRFInf;A;"VOLLEY4ALL - CSJ_BRITO ""B""";Esc. Polivalente de Cascais;HUGO CRUZ;;;
643;17/12/2022;17:00;CRFJuv;C;V4_ALL - CV_OEIRAS;Esc. Polivalente de Cascais;HUGO CRUZ;;;
384;17/12/2022;17:00;CRFIni;A;"ESTORIL_PRAIA ""B"" - CP_ARRUPE";COLÉGIO AMOR DE DEUS;INÊS MIGUEL;;;
465;17/12/2022;15:00;CRFIni;E;"ESTORIL_PRAIA ""A"" - SINTRA_VOLEI ""B""";COLÉGIO AMOR DE DEUS;INÊS MIGUEL;;;
464;17/12/2022;17:00;CRFIni;E;"CV_OEIRAS - CSJ_BRITO ""A""";PAV. MUN. SÃO JULIÃO DA BARRA;INÊS PEREIRA;;;
573;17/12/2022;19:00;CRFCad;D;LOBATOS_V - CR_PIEDENSE;PAV. ESC. PEDRO EANES LOBATO;ION ANDRUSENCO;;;
674;17/12/2022;15:00;CRFJuv;D;AVP - AM_NOGUEIRA;PAV. MUN. JOÃO DOS SANTOS;ION ANDRUSENCO;;;
349;17/12/2022;18:00;NSMII;.;CNGINAS - FAC;COMPLEXO CNG;JORGE REIS;MARIA FERREIRA;;
520;17/12/2022;11:00;CRFCad;B;EF_LENCASTRE - LUSÓFONA_VC;ESC. FILIPA DE LENCASTRE;MADALENA PAIS;;;
454;17/12/2022;16:00;NSFII;.;CNGINAS - VIAN VC;COMPLEXO CNG;MARIA FERREIRA;JORGE REIS;;
295;17/12/2022;12:30;CRFInf;C;"SPORTING_CP ""A"" - CDM_CARCAVELOS";esc. Sec. JosÉ Gomes Ferreira;MARIANA AURÉLIO;;;
383;17/12/2022;11:00;CRFIni;A;"SL_BENFICA - SPORTING_CP ""A""";ESC. GENERAL HUMBERTO DELGADO;MARIANA GONÇALVES;;;
280;17/12/2022;11:00;CRFInf;B;SINTRA_VOLEI - CV_OEIRAS;PAV. ALTO DOS MOINHOS - TERRUGEM;MARTA RALHA;;;
264;17/12/2022;15:00;CRFInf;A;CP_ARRUPE - LOBATOS_V;PAV. ESC. PEDRO EANES LOBATO;PAULO DUQUE;;;
444;17/12/2022;17:00;CRFIni;D;"LOBATOS_V - CF_BELENENSES ""A""";PAV. ESC. PEDRO EANES LOBATO;PAULO DUQUE;;;
775;17/12/2022;15:00;CNJNBF;A;ODIVELAS_SC - SO_MARINHENSE;PAV. EB. CARLOS PAREDES;PEDRO MOUTA;;;
804;17/12/2022;17:00;CNJNBF;B;GINÁSIO_CP - AV_ATLÂNTICO;LICEU PEDRO NUNES;RICARDO MADEIRA;;;
485;17/12/2022;15:00;CRFIni;F;"GC_PORTUGUÊS - CF_BELENENSES ""B""";LICEU PEDRO NUNES;RICARDO MADEIRA;;;
332;17/12/2022;12:00;CRFInf;D;"SPORTING_CP ""B"" - LUSÓFONA_VC ""A""";PAV. PROFESSOR TEOTÓNIO LIMA;RODRIGO ANDRADE;;;
403;17/12/2022;15:00;CRFIni;B;"LUSÓFONA_VC ""A"" - CN_GINÁSTICA";PAV. PROFESSOR TEOTÓNIO LIMA;RODRIGO ANDRADE;;;
912;17/12/2022;17:00;NSMI;A;SLBENFI - ESMO GC;PAV. Nº2 - ESTÁDIO SLB;RUI REIS;PEDRO PINTO;ANDRÉ CARVALHO;NICOLE SOUSA
334;17/12/2022;11:00;CRFInf;D;CF_BELENENSES - CN_GINÁSTICA;Mesquita de Lisboa;SAMUEL PATRÃO;;;
424;17/12/2022;15:00;CRFIni;C;CD_ALVERCA V - ODIVELAS_SC;ESC. SEC. GAGO COUTINHO;SANDRA BENTES;;;
744;17/12/2022;17:30;CRFJun;C;CD_ALVERCA V - SC_TORRES;ESC. SEC. GAGO COUTINHO;SANDRA BENTES;;;
